Series Name,Series Code,Country Name,Country Code,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mozambique,MOZ,300,330,380,420,450,480,530,570,550,570,630,690,710,670,550,480,470,500,480,490
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sudan,SDN,420,510,620,750,920,1160,1350,1310,1230,1250,1120,1060,1130,1180,1140,1010,810,720,600,620
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Madagascar,MDG,260,320,330,320,310,360,430,450,450,460,470,490,490,460,440,450,470,490,450,480
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Rwanda,RWA,260,250,270,310,350,400,470,540,590,640,690,710,720,740,730,720,770,820,770,840
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.1,16,14.8
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.6,12.2
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,18.6,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Switzerland,CHE,..,..,..,..,15,15.7,15.6,15,15,15.9,14.5,13.8,15.6,14.7,15.5,14.6,16,15.5,14.7,15.8
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Italy,ITA,..,18.9,19.2,19.3,19.5,18.9,18.4,18.7,19.8,19.5,19.3,19.4,19.9,20.6,20.3,20.3,20.1,20,20.1,20.1
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Sweden,SWE,..,..,..,..,..,13.5,14.4,14.8,15.4,15.2,16,15.6,16.3,16.2,15.8,16.4,17.1,16.1,15.7,16
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,India,IND,..,..,37.2,..,..,..,..,29.8,..,21.9,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,South Africa,ZAF,..,..,..,66.6,..,..,62.1,..,53.2,..,..,..,55.5,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.6,..,41.9,..,43.9,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Indonesia,IDN,18.2,17.4,16.7,16,17.8,16.6,15.4,14.1,..,12.5,12,11.4,11.3,11.2,10.9,10.6,9.8,9.4,9.8,10.1
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Philippines,PHL,..,..,..,..,26.6,..,..,26.3,..,..,25.2,..,..,23.5,..,..,16.7,..,..,18.1
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.7,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.7
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.3,25.7,32,35.5,42,37.3
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Viet Nam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.2,7.9,6.8,5.7,4.8,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Morocco,MAR,..,..,..,..,..,8.9,..,..,..,..,..,4.8,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.1,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Ethiopia,ETH,..,..,38.7,..,..,..,..,..,29.6,..,..,..,..,23.5,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,58.5,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Afghanistan,AFG,..,..,..,..,..,33.7,..,..,..,38.3,..,..,..,..,54.5,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Uganda,UGA,38.8,..,..,31.1,..,..,..,24.5,..,..,19.7,..,..,..,21.4,..,..,20.3,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Mozambique,MOZ,54.1,..,..,..,..,..,54.7,..,..,..,..,..,46.1,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Sudan,SDN,..,..,..,..,..,..,..,46.5,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Madagascar,MDG,..,..,..,73.2,..,..,..,..,71.7,..,70.7,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,39.1,..,..,38.2,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,United States,USA,13,12,14,13,13,14,13,14,15,14,..,..,19,18,19,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Germany,DEU,3,4,5,4,5,4,5,5,5,5,4,4,4,3,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Japan,JPN,7,6,4,..,5,3,4,5,4,4,4,3,3,4,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Norway,NOR,5,12,0,3,9,7,5,2,5,5,0,3,3,0,0,0,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Australia,AUS,..,6,..,..,5,..,..,..,..,4,8,9,..,3,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,"Korea, Rep.",KOR,13,12,12,11,12,10,9,13,..,16,19,12,11,9,8,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Canada,CAN,4,7,6,8,7,7,9,8,6,4,5,6,5,6,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,United Kingdom,GBR,..,11,..,..,11,..,..,11,..,..,10,9,8,8,8,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Switzerland,CHE,4,5,5,5,8,1,10,4,4,4,7,2,4,7,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Italy,ITA,3,5,4,2,..,2,2,2,3,2,2,2,2,3,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Sweden,SWE,..,..,..,..,6,..,5,5,2,1,4,5,3,1,3,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Brazil,BRA,72,77,74,78,71,79,78,72,69,66,60,58,61,64,63,62,59,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,India,IND,360,..,331,..,..,279,..,..,233,..,..,196,184,..,..,143,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,South Africa,ZAF,75,84,106,112,122,152,152,157,137,104,86,78,84,78,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Mexico,MEX,55,56,53,53,50,47,48,52,43,42,41,37,38,34,36,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Indonesia,IDN,..,339,..,..,..,206,..,..,..,..,282,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Philippines,PHL,76,76,..,..,73,71,73,68,73,62,206,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,"Egypt, Arab Rep.",EGY,35,38,29,30,31,28,21,26,23,23,21,19,19,15,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Colombia,COL,..,61,63,60,61,60,53,60,58,58,57,48,47,47,44,44,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Argentina,ARG,44,42,40,38,44,41,39,54,43,40,33,32,..,38,32,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Viet Nam,VNM,..,..,..,..,..,..,58,..,42,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Morocco,MAR,..,343,..,..,..,..,..,..,129,88,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Nigeria,NGA,..,..,..,..,..,..,938,..,..,..,..,1222,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Ethiopia,ETH,..,..,..,710,..,1184,..,..,..,861,..,..,..,..,557,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Haiti,HTI,..,..,..,..,531,..,..,..,..,..,..,..,..,..,..,732,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Afghanistan,AFG,..,..,..,..,..,..,..,..,700,..,..,..,..,..,1194,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,316,..,..,..,..,..,215,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Uganda,UGA,..,..,..,..,392,..,..,..,..,551,..,..,..,..,481,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Nepal,NPL,..,..,..,..,390,..,..,..,..,461,..,..,..,..,..,250,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Mozambique,MOZ,..,..,606,..,..,577,..,..,..,589,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Sudan,SDN,..,..,..,..,702,..,775,..,237,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Madagascar,MDG,..,..,621,..,..,..,..,504,..,..,..,..,..,..,..,..,..,..,..,..
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,Rwanda,RWA,..,..,..,985,..,..,..,..,785,..,..,..,..,297,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,United States,USA,..,..,..,..,..,..,..,..,..,9.4,..,..,..,..,..,..,..,..,..,10.7
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,5.3,..,..,..,..,..,..,..,..,..,6.9
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,7.7,..,..,..,..,..,..,..,..,..,6.6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,4.7,..,..,..,..,..,..,..,..,..,3.6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,6.6,..,..,..,..,..,..,..,..,..,6.4
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,7.5,..,..,..,..,..,..,..,..,..,6.8
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,8.4,..,..,..,..,..,..,..,..,..,7.7
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,5.2,..,..,..,..,..,..,..,..,..,6.3
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,5.9,..,..,..,..,..,..,..,..,..,4.6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,5.1,..,..,..,..,..,..,..,..,..,6.4
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,4.2,..,..,..,..,..,..,..,..,..,5
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,10.1,..,..,..,..,..,..,..,..,..,8.8
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,India,IND,..,..,..,..,..,..,..,..,..,9,..,..,..,..,..,..,..,..,..,9.6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,South Africa,ZAF,..,..,..,..,..,..,..,..,..,7,..,..,..,..,..,..,..,..,..,10.8
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Mexico,MEX,..,..,..,..,..,..,..,..,..,15.6,..,..,..,..,..,..,..,..,..,16.9
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Indonesia,IDN,..,..,..,..,..,..,..,..,..,5.1,..,..,..,..,..,..,..,..,..,10.6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Philippines,PHL,..,..,..,..,..,..,..,..,..,9.7,..,..,..,..,..,..,..,..,..,7.1
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,16.6,..,..,..,..,..,..,..,..,..,20.9
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,9.8,..,..,..,..,..,..,..,..,..,8.3
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,5.5,..,..,..,..,..,..,..,..,..,5.4
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Viet Nam,VNM,..,..,..,..,..,..,..,..,..,3.2,..,..,..,..,..,..,..,..,..,6.1
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Morocco,MAR,..,..,..,..,..,..,..,..,..,6.8,..,..,..,..,..,..,..,..,..,9.1
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,4.8,..,..,..,..,..,..,..,..,..,3.6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,3.4,..,..,..,..,..,..,..,..,..,5
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,6.6,..,..,..,..,..,..,..,..,..,8.9
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,7.6,..,..,..,..,..,..,..,..,..,10.9
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,10.5,..,..,..,..,..,..,..,..,..,14.2
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,2.8,..,..,..,..,..,..,..,..,..,4.6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Nepal,NPL,..,..,..,..,..,..,..,..,..,3.6,..,..,..,..,..,..,..,..,..,8.7
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,3.1,..,..,..,..,..,..,..,..,..,3.3
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,8.6,..,..,..,..,..,..,..,..,..,18.9
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,4.7,..,..,..,..,..,..,..,..,..,4.6
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,3.1,..,..,..,..,..,..,..,..,..,6.5
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,United States,USA,144.378,143.909,140.559,141.969,141.119,138.605,136.811,134.966,131.884,132.138,131.345,131.259,131.878,134.303,138.505,139.215,137.524,136.83,162.991,180.758
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Germany,DEU,120.763,119.369,113.98,111.806,108.484,106.198,104.309,103.586,101.933,98.648,95.548,94.684,91.119,92.451,89.99,86.511,86.917,83.621,85.005,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Japan,JPN,95.051,95.879,92.677,92.668,89.142,87.189,85.382,84.429,82.824,83.291,77.023,75.083,72.613,70.18,68.737,66.604,65.289,64.375,64.547,64.319
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Norway,NOR,99.014,94.188,92.071,88.359,85.973,81.324,82.741,82.932,79.608,79.947,73.747,75.058,69.462,65.805,65.857,61.92,62.496,60.834,59.917,57.611
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Australia,AUS,90.801,89.052,86.332,85.447,82.945,84.719,82.004,81.768,78.634,78.281,75.751,75.516,76.934,78.367,76.101,77.31,74.055,75.193,73.018,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Korea, Rep.",KOR,141.3,140.409,134.967,128.038,121.863,116.282,110.083,101.914,97.322,90.447,86.912,80.3,74.642,70.803,66.374,62.251,60.44,57.021,72.497,69.268
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Canada,CAN,96.835,96.936,94.71,94.342,91.811,91.755,89.926,87.755,85.399,82.916,82.45,81.208,81.436,81.203,82.791,85.803,86.018,82.636,94.257,100.051
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,United Kingdom,GBR,105.896,103.807,99.554,97.444,99.258,97.559,96.722,94.258,91.112,87.285,83.932,85.183,83.899,84.576,85.661,84.604,87.127,85.252,94.184,97.839
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Switzerland,CHE,91.8,90.441,87.49,84.241,79.749,78.545,75.467,75.903,71.146,68.348,66.999,66.885,63.344,62.284,58.204,60.213,57.573,54.626,56.763,56.868
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Italy,ITA,95.824,92.243,86.976,84.356,82.979,80.536,78.548,76.385,73.052,71.981,70.628,67.898,66.045,67.307,64.479,66.506,63.203,61.477,66.434,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Sweden,SWE,84.604,82.312,81.84,79.604,77.773,77.631,75.892,74.488,71.863,70.821,68.068,67.302,66.376,66.933,63.956,63.288,62.062,58.136,60.859,59.257
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Brazil,BRA,227.348,224.274,221.774,212.949,210.546,206,201.022,197.694,195.948,193.011,190.624,184.185,177.824,178.498,178.499,170.492,165.432,161.413,189.684,217.709
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,India,IND,245.4,240.244,235.408,230.67,227.348,225.792,225.384,225.4,225.044,223.432,219.76,214.491,208.244,202.425,197.778,195.1,194.114,193.514,202.334,253.832
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,South Africa,ZAF,514.914,539.331,543.768,544.067,545.462,539.73,526.715,509.691,482.722,457.707,432.358,419.532,403.001,392.511,381.398,369.708,360.378,341.836,353.927,399.441
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Mexico,MEX,181.319,178.943,178.132,179.185,181.555,184.932,188.338,190.761,191.092,189.228,186.538,184.452,184.294,187.351,193.592,200.69,205.793,205.773,283.286,288.394
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Indonesia,IDN,208.586,211.662,227.47,209.773,211.833,206.339,208.296,209.654,205.065,204.679,205.062,206.261,200.078,199.15,199.765,199.216,193.961,192.873,219.64,244.106
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Philippines,PHL,180.463,179.049,176.581,174.408,173.288,171.232,170.044,169.391,168.077,167.239,166.201,165.874,163.711,162.725,161.883,160.841,158.765,156.406,153.067,199.595
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,"Egypt, Arab Rep.",EGY,219.834,226.371,225.71,227.408,227.08,227.538,225.917,222.504,220.484,218.292,213.631,215.247,208.015,204.216,198.622,189.703,185.95,182.015,185.848,198.911
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Colombia,COL,219.658,210.221,203.565,196.049,189.986,184.985,177.216,169.218,164.817,160.142,155.564,151.666,148.231,145.399,143.184,141.091,141.458,142.284,166.27,212.26
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Argentina,ARG,174.967,174.324,165.484,163.848,159.537,167.463,157.517,152.466,154.367,150.196,148.625,147.396,142.238,143.506,147.558,140.418,138.893,136.151,147.707,147.702
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Viet Nam,VNM,199.725,198.534,197.621,195.355,195.422,194.64,196.109,194.32,194.181,191.475,191.451,190.298,189.624,189.953,189.793,188.581,189.048,187.339,163.167,183.997
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Morocco,MAR,205.899,201.454,197.358,192.266,187.725,181.665,175.766,170.334,165.355,160.863,156.66,151.14,145.857,141.134,136.937,133.429,130.373,127.668,130.197,128.703
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Nigeria,NGA,420.191,415.995,413.857,408.494,403.447,401.725,398.158,392.408,389.891,384.258,383.27,381.514,381.987,381.935,376.717,375.885,372.918,370.397,377.226,386.451
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Ethiopia,ETH,391.491,380.221,376.493,374.864,360.798,348.411,336.02,325.346,313.305,300.98,292.922,286.512,280.699,275.376,270.596,262.852,260.701,255.844,263.664,277.053
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Haiti,HTI,321.858,313.46,321.466,305.535,303.439,299.069,296.519,292.412,501.256,299.163,289.88,288.287,285.009,282.932,283.233,279.025,278.779,279.393,282.028,297.684
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Afghanistan,AFG,331.54,321.913,313.483,310.94,314.837,318.012,305.06,293.605,288.75,282.654,277.057,271.596,274.007,278.424,274.045,311.655,319.849,305.768,318.587,342.158
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Bangladesh,BGD,185.6,189.195,187.124,190.792,194.908,204.381,203.853,197.76,184.205,184.447,182.932,193.102,183.411,176.354,169.798,161.494,149.093,153.103,156.333,163.031
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,Uganda,UGA,514.479,498.951,476.879,453.285,436.252,426.117,424.685,423.453,419.24,405.145,396.93,384.237,368.953,360.018,359.046,345.963,338.271,334.728,337.48,345.11
