series_name,country_name,category,income_group,year,value
"Mortality rate, adult, male (per 1,000 male adults)",Haiti,Health Outcomes,Low-Income Countries,2002,321.858
"Mortality rate, adult, male (per 1,000 male adults)",Afghanistan,Health Outcomes,Low-Income Countries,2002,331.54
"Mortality rate, adult, male (per 1,000 male adults)",Bangladesh,Health Outcomes,Low-Income Countries,2002,185.6
"Mortality rate, adult, male (per 1,000 male adults)",Uganda,Health Outcomes,Low-Income Countries,2002,514.479
"Mortality rate, adult, male (per 1,000 male adults)",Nepal,Health Outcomes,Low-Income Countries,2002,272.292
"Mortality rate, adult, male (per 1,000 male adults)",Mozambique,Health Outcomes,Low-Income Countries,2002,450.487
"Mortality rate, adult, male (per 1,000 male adults)",Sudan,Health Outcomes,Low-Income Countries,2002,328.501
"Mortality rate, adult, male (per 1,000 male adults)",Madagascar,Health Outcomes,Low-Income Countries,2002,293.35
"Mortality rate, adult, male (per 1,000 male adults)",Rwanda,Health Outcomes,Low-Income Countries,2002,413.441
"Mortality rate, adult, female (per 1,000 female adults)",United States,Health Outcomes,High-Income Countries,2002,83.72
"Mortality rate, adult, female (per 1,000 female adults)",Germany,Health Outcomes,High-Income Countries,2002,61.736
"Mortality rate, adult, female (per 1,000 female adults)",Japan,Health Outcomes,High-Income Countries,2002,45.427
"Mortality rate, adult, female (per 1,000 female adults)",Norway,Health Outcomes,High-Income Countries,2002,58.943
"Mortality rate, adult, female (per 1,000 female adults)",Australia,Health Outcomes,High-Income Countries,2002,53.059
"Mortality rate, adult, female (per 1,000 female adults)","Korea, Rep.",Health Outcomes,High-Income Countries,2002,58.404
"Mortality rate, adult, female (per 1,000 female adults)",Canada,Health Outcomes,High-Income Countries,2002,59.492
"Mortality rate, adult, female (per 1,000 female adults)",United Kingdom,Health Outcomes,High-Income Countries,2002,64.844
"Mortality rate, adult, female (per 1,000 female adults)",Switzerland,Health Outcomes,High-Income Countries,2002,51.977
"Mortality rate, adult, female (per 1,000 female adults)",Italy,Health Outcomes,High-Income Countries,2002,49.132
"Mortality rate, adult, female (per 1,000 female adults)",Sweden,Health Outcomes,High-Income Countries,2002,53.316
"Mortality rate, adult, female (per 1,000 female adults)",Brazil,Health Outcomes,Middle-Income Countries,2002,115.572
"Mortality rate, adult, female (per 1,000 female adults)",India,Health Outcomes,Middle-Income Countries,2002,179.626
"Mortality rate, adult, female (per 1,000 female adults)",South Africa,Health Outcomes,Middle-Income Countries,2002,407.094
"Mortality rate, adult, female (per 1,000 female adults)",Mexico,Health Outcomes,Middle-Income Countries,2002,106.132
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,Middle-Income Countries,2002,170.367
"Mortality rate, adult, female (per 1,000 female adults)",Philippines,Health Outcomes,Middle-Income Countries,2002,134.718
"Mortality rate, adult, female (per 1,000 female adults)","Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2002,142.43
"Mortality rate, adult, female (per 1,000 female adults)",Colombia,Health Outcomes,Middle-Income Countries,2002,95.669
"Mortality rate, adult, female (per 1,000 female adults)",Argentina,Health Outcomes,Middle-Income Countries,2002,95.58
"Mortality rate, adult, female (per 1,000 female adults)",Viet Nam,Health Outcomes,Middle-Income Countries,2002,84.219
"Mortality rate, adult, female (per 1,000 female adults)",Morocco,Health Outcomes,Middle-Income Countries,2002,160.092
"Mortality rate, adult, female (per 1,000 female adults)",Nigeria,Health Outcomes,Low-Income Countries,2002,378.092
"Mortality rate, adult, female (per 1,000 female adults)",Ethiopia,Health Outcomes,Low-Income Countries,2002,364.688
"Mortality rate, adult, female (per 1,000 female adults)",Haiti,Health Outcomes,Low-Income Countries,2002,258.593
"Mortality rate, adult, female (per 1,000 female adults)",Afghanistan,Health Outcomes,Low-Income Countries,2002,282.338
"Mortality rate, adult, female (per 1,000 female adults)",Bangladesh,Health Outcomes,Low-Income Countries,2002,155.796
"Mortality rate, adult, female (per 1,000 female adults)",Uganda,Health Outcomes,Low-Income Countries,2002,440.994
"Mortality rate, adult, female (per 1,000 female adults)",Nepal,Health Outcomes,Low-Income Countries,2002,200.404
"Mortality rate, adult, female (per 1,000 female adults)",Mozambique,Health Outcomes,Low-Income Countries,2002,375.247
"Mortality rate, adult, female (per 1,000 female adults)",Sudan,Health Outcomes,Low-Income Countries,2002,228.56
"Mortality rate, adult, female (per 1,000 female adults)",Madagascar,Health Outcomes,Low-Income Countries,2002,264.318
"Mortality rate, adult, female (per 1,000 female adults)",Rwanda,Health Outcomes,Low-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",United States,Health Outcomes,High-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Germany,Health Outcomes,High-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Japan,Health Outcomes,High-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Norway,Health Outcomes,High-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Australia,Health Outcomes,High-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)","Korea, Rep.",Health Outcomes,High-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Canada,Health Outcomes,High-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",United Kingdom,Health Outcomes,High-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Switzerland,Health Outcomes,High-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Italy,Health Outcomes,High-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Sweden,Health Outcomes,High-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Brazil,Health Outcomes,Middle-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",India,Health Outcomes,Middle-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",South Africa,Health Outcomes,Middle-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Mexico,Health Outcomes,Middle-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,Middle-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Philippines,Health Outcomes,Middle-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)","Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Colombia,Health Outcomes,Middle-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Argentina,Health Outcomes,Middle-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Viet Nam,Health Outcomes,Middle-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Morocco,Health Outcomes,Middle-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Nigeria,Health Outcomes,Low-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Ethiopia,Health Outcomes,Low-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Haiti,Health Outcomes,Low-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Afghanistan,Health Outcomes,Low-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Bangladesh,Health Outcomes,Low-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Uganda,Health Outcomes,Low-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Nepal,Health Outcomes,Low-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Mozambique,Health Outcomes,Low-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Sudan,Health Outcomes,Low-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Madagascar,Health Outcomes,Low-Income Countries,2002,385.947
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Rwanda,Health Outcomes,Low-Income Countries,2002,385.947
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",United States,Health Outcomes,High-Income Countries,2002,17.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Germany,Health Outcomes,High-Income Countries,2002,15.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Japan,Health Outcomes,High-Income Countries,2002,10.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Norway,Health Outcomes,High-Income Countries,2002,13.9
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Australia,Health Outcomes,High-Income Countries,2002,12.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Korea, Rep.",Health Outcomes,High-Income Countries,2002,15.5
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Canada,Health Outcomes,High-Income Countries,2002,13.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",United Kingdom,Health Outcomes,High-Income Countries,2002,15.7
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Switzerland,Health Outcomes,High-Income Countries,2002,11.4
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Italy,Health Outcomes,High-Income Countries,2002,12.9
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Sweden,Health Outcomes,High-Income Countries,2002,12.7
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Brazil,Health Outcomes,Middle-Income Countries,2002,20.5
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",India,Health Outcomes,Middle-Income Countries,2002,24.6
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",South Africa,Health Outcomes,Middle-Income Countries,2002,32.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Mexico,Health Outcomes,Middle-Income Countries,2002,17.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,Middle-Income Countries,2002,25.8
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Philippines,Health Outcomes,Middle-Income Countries,2002,24.4
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2002,28.9
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Colombia,Health Outcomes,Middle-Income Countries,2002,14.1
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Argentina,Health Outcomes,Middle-Income Countries,2002,20.3
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Viet Nam,Health Outcomes,Middle-Income Countries,2002,21.6
